"advertiserId","publisherId","eventDate","actionStatus","actionType","commissionId","eventDate","lockingDate","postingDate","verticalAttributes_age","verticalAttributes_bookingDate","verticalAttributes_campaignId","verticalAttributes_city","verticalAttributes_countryCode","verticalAttributes_itemId"
"3304249","4541318","2019-01-01T00:57:07Z","closed","item_sale","2412747306","2019-01-01T00:57:07Z","2019-03-01T08:00:00Z","2019-01-01T02:00:14Z","","","","","",""
